,Unnamed: 0,versionCreated,text,storyId,sourceCode,Texto
0,2020-05-26 23:55:02.096,2020-05-26 23:58:51.324000+00:00,REGENERON PHARMACEUTICALS INC <REGN.O> - CO WILL NOT RECEIVE ANY OF PROCEEDS FROM SALE OF SHARES IN THIS OFFERING,urn:newsml:reuters.com:20200526:nASA00RM2:2,NS:RTRS,May 26 (Reuters) - Regeneron Pharmaceuticals Inc REGN.O:REGENERON ANNOUNCES PRICING OF SECONDARY OFFERING OF ITS COMMON STOCK HELD BY SANOFICO WILL NOT RECEIVE ANY OF PROCEEDS FROM SALE OF SHARES IN THIS OFFERINGSource text for Eikon:  (Full Story)Further company coverage: REGN.O(( Reuters.Briefs@thomsonreuters.com ;))(c) Copyright Thomson Reuters 2020. Click For Restrictions - https://agency.reuters.com/en/copyright.html
1,2020-05-26 23:49:06.030,2020-05-26 23:56:30.031000+00:00,"Reuters Insider - Kara Swisher to Jack Dorsey: Remove Offensive Tweets, Labels Won’t Work",urn:newsml:reuters.com:20200526:nRTVcdL6BR:8,NS:BEET,Click the following link to watch video: https://share.insider.thomsonreuters.com/link?entryId=0_yn1rjb0j&referenceId=beettv6662466624_1022&pageId=ReutersNewsSource: Beet.TVDescription: Short Link: https://refini.tv/2LZA7yCVideo Transcript:Verified transcript not available
2,2020-05-26 23:55:02.096,2020-05-26 23:55:02.096000+00:00,REGENERON ANNOUNCES PRICING OF SECONDARY OFFERING OF ITS COMMON STOCK HELD BY SANOFI,urn:newsml:reuters.com:20200526:nASA00RM2:1,NS:RTRS,May 26 (Reuters) - Regeneron Pharmaceuticals Inc REGN.O:REGENERON ANNOUNCES PRICING OF SECONDARY OFFERING OF ITS COMMON STOCK HELD BY SANOFICO WILL NOT RECEIVE ANY OF PROCEEDS FROM SALE OF SHARES IN THIS OFFERINGSource text for Eikon:  (Full Story)Further company coverage: REGN.O(( Reuters.Briefs@thomsonreuters.com ;))(c) Copyright Thomson Reuters 2020. Click For Restrictions - https://agency.reuters.com/en/copyright.html
3,2020-05-26 23:55:02.006,2020-05-26 23:55:02.006000+00:00,Regeneron Announces Pricing of Secondary Offering of its Common Stock Held by Sanofi,urn:newsml:reuters.com:20200526:nPn9vS5lXa:1,NS:PRN,"
PR Newswire
TARRYTOWN, N.Y., May 26, 2020

TARRYTOWN, N.Y., May 26, 2020 /PRNewswire/ -- Regeneron Pharmaceuticals, Inc. (NASDAQ: REGN) today announced the pricing of the underwritten public secondary offering of 11,831,496 shares of its common stock held by Sanofi at a price of $515.00 per share. Regeneron also agreed to purchase 9,806,805 shares directly from Sanofi, at a price of $509.85 per share (representing the price paid by the underwriters in the offering), for an aggregate purchase amount of $5 billion.
In connection with the offering, the underwriters have a 30-day option to purchase up to an additional 1,183,150 Regeneron shares from Sanofi. If the underwriters fully exercise their option to purchase additional shares, following the offering and share repurchase by Regeneron, Sanofi will have disposed of all of its shares, other than 400,000 shares it intends to retain.
Regeneron will not receive any of the proceeds from the sale of shares in this offering. The offering will occur simultaneously in the United States and internationally through underwriters led by BofA Securities and Goldman Sachs as joint book-running managers.  
Regeneron has filed a registration statement (including a prospectus) with the SEC for the offering. Before you invest, you should read the prospectus in that registration statement and other documents Regeneron has filed and will file with the SEC, including the preliminary prospectus supplement dated May 26, 2020 and the final prospectus supplement, for more complete information about Regeneron and this offering. You may get these documents for free by visiting EDGAR on the SEC website at www.sec.gov. Alternatively, any underwriter or any dealer participating in the offering will arrange to send you the prospectus and the prospectus supplement, when available, if you request them by contacting BofA Securities, NC1-004-03-43, 200 North College Street, 3rd Floor, Charlotte, NC 28255-0001, Attention: Prospectus Department or by email at dg.prospectus_requests@bofa.com; or Goldman Sachs & Co. LLC, Attention: Prospectus Department, 200 West Street, New York, New York 10282, via telephone: 1-866-471-2526, or via email: prospectus-ny@ny.email.gs.com.
This announcement shall not constitute an offer to sell or the solicitation of any offer to buy, nor shall there be any sale of these securities in any state or jurisdiction in which such offer, solicitation or sale would be unlawful prior to registration or qualification under the securities laws of any such state or jurisdiction.
About Regeneron Pharmaceuticals, Inc.
Regeneron is a leading biotechnology company that invents life-transforming medicines for people with serious diseases. Founded and led for over 30 years by physician-scientists, Regeneron's unique ability to repeatedly and consistently translate science into medicine has led to seven FDA-approved treatments and numerous product candidates in development, all of which were homegrown in Regeneron's laboratories. Regeneron's medicines and pipeline are designed to help patients with eye diseases, allergic and inflammatory diseases, cancer, cardiovascular and metabolic diseases, pain, infectious diseases, and rare diseases.
Regeneron is accelerating and improving the traditional drug development process through its proprietary VelociSuite® technologies, such as VelocImmune®, which uses unique genetically-humanized mice to produce optimized fully-human antibodies and bispecific antibodies, and through ambitious research initiatives such as the Regeneron Genetics Center®, which is conducting one of the largest genetics sequencing efforts in the world.
Forward-Looking Statements 
This press release includes forward-looking statements that involve risks and uncertainties relating to the completion, timing, and terms of the described transactions, including the offering, the repurchase of Sanofi's shares, and the debt financing described herein, and actual events or results may differ materially from these forward-looking statements. Words such as ""anticipate,"" ""expect,"" ""intend,"" ""plan,"" ""believe,"" ""seek,"" ""estimate,"" variations of such words, and similar expressions are intended to identify such forward-looking statements, although not all forward-looking statements contain these identifying words. Risks that may cause these forward-looking statements to be inaccurate include, among others: (i) whether we will be able to consummate the described transactions, (ii) the satisfaction of customary closing conditions with respect to the described transactions, (iii) prevailing market conditions, and (iv) the impact of general economic, industry, or political conditions in the United States or internationally, including as a result of, among other risks and uncertainties, the impact of SARS-CoV-2 (the virus that has caused the COVID-19 pandemic) on Regeneron's business and its employees, collaborators, suppliers, and other third parties on which Regeneron relies, Regeneron's and its collaborators' ability to continue to conduct research and clinical programs, Regeneron's ability to manage its supply chain, net product sales of products marketed by Regeneron and/or its collaborators (collectively, ""Regeneron's Products""), and the global economy; the impact of the transactions discussed in this press release on Regeneron's business and financial condition; the nature, timing, and possible success and therapeutic applications of Regeneron's Products and Regeneron's product candidates and research and clinical programs now underway or planned, including without limitation EYLEA® (aflibercept) Injection, Dupixent® (dupilumab), Libtayo® (cemiplimab), Praluent® (alirocumab), Kevzara® (sarilumab), fasinumab, evinacumab, REGN-EB3, garetosmab, pozelimab, Regeneron's oncology programs (including its costimulatory bispecific portfolio), Regeneron's COVID-19 antibody program and other earlier-stage programs, and the use of human genetics in Regeneron's research programs; the likelihood and timing of achieving any of our anticipated development milestones; unforeseen safety issues resulting from the administration of Regeneron's Products and product candidates in patients, including serious complications or side effects in connection with the use of Regeneron's Products and product candidates in clinical trials; the likelihood and timing of possible regulatory approval and commercial launch of Regeneron's late-stage product candidates and new indications for Regeneron's Products, including without limitation EYLEA, Dupixent, Libtayo, Praluent, Kevzara, fasinumab, evinacumab, garetosmab, pozelimab, REGN1979, and REGN-EB3; the extent to which the results from the research and development programs conducted by Regeneron or its collaborators may be replicated in other studies and lead to therapeutic applications; ongoing regulatory obligations and oversight impacting Regeneron's Products (such as EYLEA, Dupixent, Libtayo, Praluent, and Kevzara), research and clinical programs, and business, including those relating to patient privacy; determinations by regulatory and administrative governmental authorities which may delay or restrict Regeneron's ability to continue to develop or commercialize Regeneron's Products and product candidates; competing drugs and product candidates that may be superior to Regeneron's Products and product candidates; uncertainty of market acceptance and commercial success of Regeneron's Products and product candidates and the impact of studies (whether conducted by Regeneron or others and whether mandated or voluntary), on the commercial success of Regeneron's Products and product candidates; the ability of Regeneron to manufacture and manage supply chains for multiple products and product candidates; the ability of Regeneron's collaborators, suppliers, or other third parties (as applicable) to perform manufacturing, filling, finishing, packaging, labeling, distribution, and other steps related to Regeneron's Products and product candidates; coverage and reimbursement determinations by third-party payors, including Medicare and Medicaid; unanticipated expenses; the costs of developing, producing, and selling products; the ability of Regeneron to meet any of its financial projections or guidance and changes to the assumptions underlying those projections or guidance; the potential for any license or collaboration agreement, including Regeneron's agreements with Sanofi, Bayer, and Teva Pharmaceutical Industries Ltd. (or their respective affiliated companies, as applicable), to be cancelled or terminated without any further product success; and risks associated with intellectual property of other parties and pending or future litigation relating thereto (including without limitation the patent litigation and other related proceedings relating to Dupixent and Praluent), other litigation and other proceedings and government investigations relating to the Company and/or its operations, the ultimate outcome of any such proceedings and investigations, and the impact any of the foregoing may have on Regeneron's business, prospects, operating results, and financial condition. A more complete description of these and other material risks can be found in Regeneron's filings with the U.S. Securities and Exchange Commission, including its Form 10-K for the fiscal year ended December 31, 2019 and its Form 10-Q for the quarterly period ended March 31, 2020. Any forward-looking statements are made based on management's current beliefs and judgment, and the reader is cautioned not to rely on any forward-looking statements made by Regeneron. Regeneron does not undertake any obligation to update publicly any forward-looking statement, including without limitation any financial projection or guidance, whether as a result of new information, future events, or otherwise. 
Regeneron Contacts:
Media Relations
Hala Mirza
Tel: +1 (914) 847-3422
Hala.Mirza@regeneron.com  
Investor Relations
Justin Holko
Tel: +1 (914) 450-3514
Justin.Holko@regeneron.com
 
 View original content:http://www.prnewswire.com/news-releases/regeneron-announces-pricing-of-secondary-offering-of-its-common-stock-held-by-sanofi-301065654.html
SOURCE  Regeneron Pharmaceuticals, Inc.
Copyright (c) 2020 PR Newswire Association,LLC. All Rights Reserved.Keywords: REGENERON-offering"
4,2020-05-26 23:55:00.137,2020-05-26 23:55:00.137000+00:00,REG-Sanofi annonce le prix de l’offre publique dans le cadre de la cession de ses actions Regeneron,urn:newsml:reuters.com:20200526:nGNEbnYX2S:1,NS:GNW,"Sanofi annonce le prix de l’offre publique dans le cadre de la cession de ses actions Regeneron Sanofi annonce la vente de 21,6 millions de ses actions de RegeneronLe produit brut de cette cession qui s’élève à 11,1 milliards de dollars permettra à Sanofi de soutenir l’exécution de sa stratégie d’innovation et de croissance  PARIS – Le 26 mai 2020 – Sanofi annonce aujourd’hui avoir accepté de vendre 11,8 millions d’actions ordinaires de Regeneron, Inc. (NASDAQ:REGN) par voie d’offre publique, au prix de 515,00 dollars l’action. Conformément à ce qui a été annoncé précédemment, Regeneron procédera au rachat de 9,8 millions de ses actions ordinaires pour un montant de 5 milliards de dollars auprès de Sanofi, au prix de l’offre moins le rabais de souscription. Sanofi prévoit d'utiliser le produit net de l'offre et du rachat pour poursuivre sa stratégie visant à stimuler l'innovation et la croissance. Dans le cadre de l’offre, les banques coordinatrices disposeront d’une option de 30 jours pour acheter jusqu’à 1,2 millions d’actions supplémentaires de Regeneron au prix déterminé dans le cadre de l’offre. Si cette option est pleinement exercée, l’offre publique et le rachat d’actions entraîneront ensemble un produit brut pour Sanofi de 11,7 milliards de dollars et se solderont par la vente de la totalité des actions de Regeneron que possède Sanofi, exclusion faite de 400 000 actions de Regeneron que Sanofi va conserver. L'offre publique sera lancée simultanément aux États-Unis et à l'international par l’intermédiaire de banques pilotées par BofA Securities et Goldman Sachs, coordinateurs globaux de l’opération et teneurs de livre, en collaboration avec Barclays, BNP Paribas, Citigroup, J.P. Morgan et Morgan Stanley, teneurs de livre. Les actions proposées au public le sont conformément à la déclaration d'enregistrement (incluant le prospectus de base) déposée par Regeneron auprès de la Securities and Exchange Commission des États-Unis (la «SEC»). Avant d'investir, veuillez lire le prospectus dans cette déclaration d'enregistrement ainsi que les autres documents que Regeneron a déposés auprès de la SEC, y compris le supplément de prospectus provisoire daté du 26 mai 2020, pour des informations plus complètes sur Regeneron et cette offre. Vous pouvez obtenir ces documents gratuitement en visitant EDGAR sur le site internet de la SEC à l’adresse www.sec.gov. Le prospectus et le supplément de prospectus  seront également disponibles sur simple demande en contactant : (1) BofA Securities par voie postale à l’attention de Prospectus Department, NC1-004-03-43, 200 North College Street, 3rd Floor, Charlotte, NC 28255-0001, ou par courriel à dg.prospectus_requests@bofa.com (2) Goldman Sachs & Co. LLC par voie postale à l’attention de Prospectus Department, 200 West Street, New York , New York 10282, ou par téléphone au 1-866-471-2526, ou par courriel à prospectus-ny@ny.email.gs.com. Le présent communiqué ne constitue pas et ne participe pas d'une offre de titres ou une quelconque sollicitation d'achat ou de souscription de titres. Ni ce communiqué de presse ni les informations qu'il contient ne constituent une offre de vente ou d'achat ni une sollicitation de vente ou d'achat de titres dans aucune juridiction.    À propos de Sanofi   La vocation de Sanofi est d’accompagner celles et ceux confrontés à des difficultés de santé. Entreprise biopharmaceutique mondiale spécialisée dans la santé humaine, nous prévenons les maladies avec nos vaccins et proposons des traitements innovants. Nous accompagnons tant ceux qui sont atteints de maladies rares, que les millions de personnes souffrant d’une maladie chronique.     Sanofi et ses plus de 100 000 collaborateurs dans 100 pays transforment l’innovation scientifique en solutions de santé partout dans le monde.     Sanofi, Empowering Life, donner toute sa force à la vie.       Relations Médias Quentin Vivant Tél.: +33 (0)1 53 77 46 46mr@sanofi.com    Relations Investisseurs  Felix Lauscher  Tél.: +33 (0)1 53 77 45 45 ir@sanofi.com         Déclarations prospectives Ce communiqué contient des déclarations prospectives. Ces déclarations ne constituent pas des faits historiques. Ces déclarations comprennent des projections et des estimations ainsi que les hypothèses sur lesquelles celles-ci reposent, des déclarations portant sur des projets, des objectifs, des intentions et des attentes concernant des résultats financiers, des événements, des opérations, des services futurs, le développement de produits et leur potentiel ou les performances futures. Ces déclarations prospectives peuvent souvent être identifiées par les mots « s’attendre à », « anticiper », « croire », « avoir l’intention de », « estimer » ou « planifier », ainsi que par d’autres termes similaires. Bien que la direction de Sanofi estime que ces déclarations prospectives sont raisonnables, les investisseurs sont alertés sur le fait que ces déclarations prospectives sont soumises à de nombreux risques et incertitudes, difficilement prévisibles et généralement en dehors du contrôle de Sanofi, qui peuvent impliquer que les résultats et événements effectifs réalisés diffèrent significativement de ceux qui sont exprimés, induits ou prévus dans les informations et déclarations prospectives. Ces risques et incertitudes comprennent notamment les incertitudes inhérentes à la recherche et développement, les futures données cliniques et analyses, y compris postérieures à la mise sur le marché, les décisions des autorités réglementaires, telles que la FDA ou l’EMA, d’approbation ou non, et à quelle date, de la demande de dépôt d’un médicament, d’un procédé ou d’un produit biologique pour l’un de ces produits candidats, ainsi que leurs décisions relatives à l’étiquetage et d’autres facteurs qui peuvent affecter la disponibilité ou le potentiel commercial de ces produits candidats, le fait que les produits candidats s’ils sont approuvés pourraient ne pas rencontrer un succès commercial, l’approbation future et le succès commercial d’alternatives thérapeutiques, la capacité de Sanofi à saisir des opportunités de croissance externe et à finaliser les transactions y relatives, l’évolution des cours de change et des taux d’intérêt, l’instabilité des conditions économiques et de marché, des initiatives de maîtrise des coûts et leur évolution, l’impact que le COVID-19 aura sur Sanofi, ses clients, fournisseurs et partenaires et leur situation financière, ainsi que sur ses employés et sur l’économie mondiale.  Tout impact significatif sur ces derniers pourrait négativement impacter Sanofi. La situation évolue rapidement et d’autres conséquences que nous ignorons pourraient apparaitre et exacerber les risques précédemment identifiés. Ces risques et incertitudes incluent aussi ceux qui sont développés ou identifiés dans les documents publics déposés par Sanofi auprès de l’AMF et de la SEC, y compris ceux énumérés dans les rubriques « Facteurs de risque » et « Déclarations prospectives » du Document d’enregistrement universel 2019 de Sanofi, qui a été déposé auprès de l’AMF ainsi que dans les rubriques « Risk Factors » et « Cautionary Statement Concerning Forward-Looking Statements » du rapport annuel 2019 sur Form 20-F de Sanofi, qui a été déposé auprès de la SEC. Sanofi ne prend aucun engagement de mettre à jour les informations et déclarations prospectives sous réserve de la réglementation applicable notamment les articles 223-1 et suivants du règlement général de l’Autorité des marchés financiers.      
Pièce jointe



Press release FR


(c) Copyright GlobeNewswire, Inc. 2020"
5,2020-05-26 23:54:00.195,2020-05-26 23:54:00.195000+00:00,Amazon Web Services e Bundesliga fornecerão análise de jogos em tempo real com “Bundesliga Match Facts Powered by AWS”,urn:newsml:reuters.com:20200526:nBw5dGFfla:1,NS:BSW,"
Amazon Web Services e Bundesliga fornecerão análise de jogos em tempo real com “Bundesliga Match Facts Powered by AWS” 

Aprendizado de máquina e analítica da AWS para aprimorar a experiência dos fãs da principal liga de futebol da Alemanha, fornecendo novas estatísticas avançadas, incluindo posições médias e xGoals

Hoje, a Amazon Web Services (AWS), uma empresa do grupo Amazon.com (NASDAQ: AMZN) e a Bundesliga alemã estrearão os dois primeiros Bundesliga Match Facts (Fatos de partida da Bundesliga) com tecnologia da AWS durante o jogo de destaque desta noite às 18h30 CET, entre Borussia Dortmund e Bayern Muenchen na televisão aberta em mais de 200 países. As duas novas estatísticas, média de posições e gols esperados (xGoals), fornecerão aos fãs informações mais profundas sobre o estilo de jogo pretendido por uma equipe, com base em análises em tempo real dos dados capturados a partir do rastreamento da localização dos jogadores em campo e na probabilidade de um jogador marcar um gol. A principal liga nacional de futebol da Alemanha aproveitará o conjunto incomparável de serviços em nuvem da AWS, incluindo aprendizado de máquina e análise, para introduzir estatísticas avançadas adicionais em 2020 e nas próximas temporadas. A AWS e a Bundesliga são os primeiros a fornecer essa combinação exclusiva de estatísticas avançadas em tempo real e análises de jogos para fãs de futebol em todo o mundo.
Este comunicado de imprensa inclui multimédia. Veja o comunicado completo aqui: https://www.businesswire.com/news/home/20200526005891/pt/Using Amazon SageMaker, a fully managed service to build, train and deploy machine learning models, the Bundesliga can now assess the probability of a player scoring a goal when shooting from any position on the field with the Bundesliga Match Fact, xGoals. (Photo: Business Wire)
Os Bundesliga Match Facts são gerados pela coleta de dados dos feeds de vídeo de jogos ao vivo que são transmitidos para a AWS para análise e, em seguida, devolvidos para transmitir aos espectadores ao redor do mundo em tempo real como estatísticas. Essas estatísticas ajudam o público a entender melhor coisas como a estratégia envolvida na tomada de decisões em campo e a probabilidade de um gol para cada jogada. A partir de 26 de maio, as Posições médias estarão disponíveis nas transmissões futuras dos jogos da Bundesliga, enquanto o xGoals estará disponível nos jogos de destaque.

Uma ohada nos dois novos Bundesliga Match Facts powered by AWS

Posições médias (average positions): Agora, os fãs poderão ver o posicionamento dos jogadores de uma equipe em campo e obter informações sobre o estilo de jogo pretendido pela equipe. As Posições médias fornece novas informações com base em análises realizado nos dados capturados pelo rastreamento da localização média de um jogador no campo, que é exibida em tempo real. Este Bundesliga Match Fact permite que os espectadores identifiquem o momento atual em campo e entendam as mudanças táticas. A nova estatística ajudará a identificar se um time está se formando em um estilo de ataque ou defesa, pressionando o meio ou utilizando as laterais. Ao exibir a localização e a posição médias de cada jogador em tempo real, as Posições médias ajudam os fãs a entender as mudanças táticas à medida que o jogo avança.

xGoals: Usando o Amazon SageMaker, um serviço totalmente gerenciado para criar, treinar e implantar modelos de aprendizado de máquina, a Bundesliga agora pode avaliar a probabilidade de um jogador marcar um gol ao arremessar de qualquer posição no campo. A probabilidade de gol é calculada em tempo real para cada chute, a fim de fornecer aos espectadores informações sobre a dificuldade de um chute e a probabilidade de um gol. Para calcular a precisão do xGoals, os modelos de aprendizado de máquina foram treinados analisando 40.000 chutes históricos a gol, além de uma variedade de recursos derivados de dados posicionais, incluindo distância ao gol, ângulo ao gol, velocidade do jogador, número de defensores na linha de tiro e cobertura do goleiro.

""Na Bundesliga, podemos usar essa tecnologia avançada da AWS, incluindo estatísticas, analítica e aprendizado de máquina, para interpretar os dados e fornecer informações mais aprofundadas e melhor entendimento das decisões de frações de segundo em campo"", disse Andreas Heyden, vice-presidente executivo de inovações digitais do DFL Group. ""O uso dos Bundesliga Match Facts permite que os espectadores tenham uma visão mais profunda das principais decisões em cada partida"".

""A AWS está ajudando a Bundesliga a melhorar a experiência de visualização de transmissão, fornecendo informações mais profundas sobre o jogo que não existia anteriormente"", disse Andy Isherwood, vice-presidente e diretor administrativo AWS EMEA. “Com a AWS, a Bundesliga pode fornecer estatísticas em tempo real para prever jogadas e resultados futuros. Essas duas novas estatísticas são apenas o começo do que poderemos oferecer aos fãs de futebol, pois esperamos descobrir novas maneiras de educar, envolver e entreter os espectadores em todo o mundo.”

Os fãs do futebol podem acompanhar todas as últimas ações da Bundesliga, com o Match Facts da AWS, em Bundesliga.com e através dos canais oficiais Facebook, Twitter e Instagram.

Sobre a Amazon Web Services

Por 14 anos, o Amazon Web Services tem sido a plataforma em nuvem mais abrangente e amplamente adotada no mundo. A AWS oferece mais de 175 serviços completos para computação, armazenamento, bancos de dados, redes, análises, robótica, aprendizado de máquina e inteligência artificial (AI), Internet das Coisas (IoT), mobilidade, segurança, híbrido, realidade virtual e aumentada (VR e AR ), desenvolvimento, implantação e gerenciamento de mídia e aplicativos de 76 zonas de disponibilidade (AZs) em 24 regiões geográficas, com planos anunciados para mais nove zonas de disponibilidade e mais três regiões da AWS na Indonésia, Japão e Espanha. Milhões de clientes - incluindo as startups que mais crescem, as maiores empresas e as principais agências governamentais - confiam na AWS para alimentar sua infraestrutura, tornar-se mais ágil e reduzir custos. Para saber mais sobre a AWS, visite aws.amazon.com.

Sobre a Amazon

A Amazon é orientada por quatro princípios: obsessão pelo cliente em vez de foco no concorrente, paixão por invenção, compromisso com a excelência operacional e pensamento de longo prazo. Avaliações de clientes, compras com um clique, recomendações personalizadas, Prime, Fulfillment by Amazon, AWS, Kindle Direct Publishing, Kindle, tablets Fire, Fire TV, Amazon Echo e Alexa são alguns dos produtos e serviços pioneiros da Amazon. Para saber mais, acesse amazon.com/about e siga @AmazonNews.

Sobre a Bundesliga

A Bundesliga é a principal liga de futebol de associações profissionais da Alemanha. A liga foi fundada em 1963 e é composta por 18 equipes que atuam em um sistema de promoção e rebaixamento com a Bundesliga 2. A Bundesliga é transmitida pela televisão em mais de 200 países e é operada pela DFL Deutsche Fußball Liga.

O texto no idioma original deste anúncio é a versão oficial autorizada. As traduções são fornecidas apenas como uma facilidade e devem se referir ao texto no idioma original, que é a única versão do texto que tem efeito legal.
Ver a versão original em businesswire.com: https://www.businesswire.com/news/home/20200526005891/pt/
Amazon.com, Inc.
Linha direta para a imprensa
Amazon-pr@amazon.comwww.amazon.com/pr 

Copyright Business Wire 2020Keywords: WA-AWS"
6,2020-05-26 23:53:46.000,2020-05-26 23:53:46+00:00,"WHO, 6월 중순까지 하이드록시클로로퀸 안전성 검토키로",urn:newsml:reuters.com:20200526:nL4N2D848U:1,NS:RTRS,"취리히, 5월27일 (로이터) - 세계보건기구(WHO)는 26일(현지시간) 신종 코로나바이러스감염증(코로나19) 환자들을 대상으로 한 대규모 임상시험에서 안전성 우려로 사용이 중단된 하이드록시클로로퀸의 데이터를 6월 중순까지 검토하기로 약속했다.도널드 트럼프 미국 대통령 등은 말라리아 치료제 하이드록시클로로퀸을 코로나19 치료제로 사용하는 방안을 추진하고 있지만, 영국의 의학저널 란셋이 하이드록시클로로퀸을 복용한 환자들의 사망률이 높아지고 부정맥이 증가했다고 보도한 뒤 WHO는 25일 임상시험을 잠정 중단시켰다.WHO는 ""일단 증거들을 리뷰한 뒤 하이드록시클로로퀸의 유해성과 유익성 또는 유익성 부족에 대한 최종 결정을 내릴 것""이라면서 ""6월 중순으로 예상한다""고 말했다. * 원문기사  (Full Story) (신안나 기자)(( anna.sheen@thomsonreuters.com ; +822 6936 1465; ))(c) Copyright Thomson Reuters 2020. Click For Restrictions - https://agency.reuters.com/en/copyright.htmlKeywords: HEALTH-CORONAVIRUS/WHO-HYDROXYCHLOROQUINE (UPDATE 2)"
7,2020-05-26 23:53:28.813,2020-05-26 23:53:28.813000+00:00,Starbucks TraCRs -Final Dividend Announcement <TCXSBU.CHA>,urn:newsml:reuters.com:20200526:nCHX9LCDmw:1,NS:CHIX,http://pdf.reuters.com/pdfnews/pdfnews.asp...
8,2020-05-26 23:43:21.709,2020-05-26 23:50:45.380000+00:00,Reuters Insider - Intuit CEO on Credit Karma acquisition: We want to be the 'financial assistant in your pocket',urn:newsml:reuters.com:20200526:nRTV90lfYZ:6,NS:CNBC,Click the following link to watch video: https://share.insider.thomsonreuters.com/link?entryId=0_1244k6ll&referenceId=7000137989_990&pageId=ReutersNewsSource: CNBCDescription: Intuit CEO Sasan Goodarzi discussed the company's $7.1 billion acquisition of Credit Karma and suiting up for the virutal world.Short Link: https://refini.tv/2M1p882Video Transcript:Verified transcript not available
9,2020-05-26 23:22:38.842,2020-05-26 23:35:53.752000+00:00,Halt Trade Order for Micron Waste Technologies Inc,urn:newsml:newsroom:20200526:nNRAbw4m5o:0,NS:CMNW,"MICRON WASTE TECHNOLOGIES INCMICRON WASTE TECHNOLOGIES INC (""MWM-Z;MICWD-0"") - Halt Trade Order for Micron Waste Technologies Inc 1 Micron Waste Technologies Inc. (Micron) is a reporting issuer in British Columbia and its securities are listed on the Canadian Securities Exchange under the symbol MWM. 2 The Executive Director has become aware of information, other than information filedunder this Act, that when disclosed to the public may cause or is likel y to cause unusualfluctuations in the volume of trading in, or market price of, Micr securities.The Order 3 Under section 89(1) of the Act, the Executive Director, considering it to be in the publicinterest, orders that trading in the securities of Micron be halted until the end of June 16,2020. 4 May 26, 2020Peter J BradyMay 26 2020 1:45 PM -07:00Peter J. BradyExecutive Director Tel: (604) 899-6500 British Columbia Securities Commission Fax: (604) 899-6505_________________________________________________________________________________________2014600703NED2014602671-16164420200526____________________________________________________________   
      (c)2020 Market News Publishing Inc.  All rights reserved.    
 Toronto:(416)366-8881   Vancouver:(604)689-1101   Fax:(604)689-1106Copyright (c) 2020 Market News Publishing Inc."
